YEAR,MO,DY,WD10M,WS50M,PS,WS10M,WD50M,RH2M,PRECTOTCORR,T2M,T2MDEW,TS,ALLSKY_SFC_UV_INDEX
2018,6,27,263.19,6.12,96.83,4.45,262.31,43.31,0.0,23.88,8.95,26.47,2.46
2018,6,28,238.19,2.66,96.57,2.18,241.19,32.75,0.0,27.23,7.93,28.96,2.66
2018,6,29,233.0,5.26,96.36,4.07,232.75,28.44,0.0,31.01,8.75,32.01,2.55
2018,6,30,204.19,6.27,96.35,4.62,205.75,29.31,0.0,31.55,7.37,32.44,2.4
2018,7,1,231.88,6.16,96.43,4.5,233.12,16.69,0.0,34.54,3.73,34.72,2.35
2018,7,2,103.75,3.7,96.61,2.97,107.88,35.5,0.0,32.11,10.63,33.77,2.35
2018,7,3,76.56,4.57,96.93,3.65,73.94,46.62,0.02,29.69,14.76,32.02,2.42
2018,7,4,191.56,4.61,96.9,3.43,194.5,36.25,0.0,31.98,12.19,34.04,2.37
2018,7,5,181.19,5.51,96.81,3.98,182.31,29.56,0.0,33.33,9.73,34.8,2.34
2018,7,6,107.19,5.46,97.07,4.07,136.31,31.94,0.0,30.57,10.88,33.04,2.4
2018,7,7,60.44,4.26,97.12,3.2,70.12,32.31,0.0,30.53,10.86,33.48,2.45
2018,7,8,209.19,5.54,96.87,4.27,210.69,29.94,0.01,32.58,11.26,34.29,2.23
2018,7,9,50.5,4.6,96.78,3.8,47.62,31.88,0.0,30.18,10.54,32.96,2.59
2018,7,10,63.44,5.74,96.9,4.38,61.81,37.06,0.0,28.63,11.36,31.32,2.39
2018,7,11,226.81,3.7,96.8,2.7,228.12,36.06,0.0,30.75,11.96,33.1,2.25
2018,7,12,220.81,3.82,96.79,3.07,221.12,25.38,0.0,33.44,9.18,34.8,2.52
2018,7,13,212.38,3.14,96.86,2.45,214.81,28.69,0.0,34.27,10.15,36.12,2.66
2018,7,14,208.69,6.18,96.86,4.82,208.88,21.06,0.0,36.5,8.43,37.44,2.17
2018,7,15,99.31,2.89,96.88,2.22,113.25,31.19,0.0,34.83,12.94,38.03,2.55
2018,7,16,178.25,5.21,96.8,3.95,180.62,32.81,0.0,33.53,11.66,35.95,2.4
2018,7,17,115.62,4.34,96.9,3.42,133.94,31.0,0.0,30.98,10.4,34.76,2.51
2018,7,18,169.31,4.41,96.86,3.66,172.75,40.12,0.0,31.08,14.06,34.45,2.47
2018,7,19,159.0,5.12,96.66,3.48,177.62,29.25,0.0,34.01,11.52,36.55,2.41
2018,7,20,105.12,3.67,96.79,3.02,108.56,28.94,0.0,32.18,10.16,35.26,2.29
2018,7,21,198.62,6.6,96.64,4.9,200.06,28.25,0.0,34.25,10.08,35.81,2.3
2018,7,22,141.19,4.89,96.55,3.55,144.5,29.12,0.0,33.7,10.54,35.98,2.2
2018,7,23,134.5,4.86,96.58,3.82,148.06,30.88,0.02,32.55,11.51,34.75,2.08
2018,7,24,137.56,4.82,96.68,3.7,149.5,32.5,0.0,28.96,8.4,32.07,2.66
2018,7,25,80.12,3.72,96.7,2.69,106.81,38.06,0.0,29.2,10.08,32.73,2.6
2018,7,26,177.19,4.02,96.55,3.12,180.69,40.88,0.0,30.76,13.38,33.5,2.34
2018,7,27,125.31,4.87,96.55,4.09,128.25,35.88,0.0,30.69,12.03,33.76,2.43
2018,7,28,96.81,3.41,96.59,2.9,96.44,36.94,0.0,30.69,11.23,34.12,2.37
2018,7,29,157.0,2.44,96.67,2.12,157.94,32.31,0.0,31.37,10.71,34.99,2.32
2018,7,30,146.94,2.27,96.65,1.91,147.88,32.31,0.0,31.11,10.62,34.93,2.29
2018,7,31,97.56,3.05,96.71,2.38,103.56,37.19,0.01,30.34,12.08,34.66,2.37
2018,8,1,73.0,4.29,96.81,3.52,70.56,40.56,0.05,30.28,12.83,33.62,2.27
2018,8,2,158.62,2.38,96.84,2.13,140.12,42.62,0.01,30.76,14.65,34.96,2.24
2018,8,3,167.69,3.46,96.79,2.95,172.56,49.19,4.57,29.26,16.0,32.88,1.79
2018,8,4,197.19,3.64,96.76,2.71,212.12,57.06,1.64,26.09,16.57,27.6,1.85
2018,8,5,124.69,4.19,96.65,3.28,122.75,54.69,1.9,26.12,15.4,29.21,1.91
2018,8,6,47.75,5.55,96.8,4.73,47.69,70.38,3.56,24.32,18.42,25.89,1.44
2018,8,7,56.19,2.79,96.71,2.16,108.19,66.69,5.18,24.81,17.58,27.45,1.52
2018,8,8,166.88,2.84,96.7,2.08,174.25,59.25,1.03,27.22,17.4,30.19,1.8
2018,8,9,159.31,3.66,96.84,2.8,167.0,56.75,0.36,28.86,17.72,31.7,2.09
2018,8,10,108.94,3.0,97.18,2.41,109.44,58.19,0.98,28.64,18.8,31.37,2.05
2018,8,11,58.31,3.2,97.24,2.32,56.44,50.38,0.01,28.3,15.63,30.86,2.0
2018,8,12,132.88,1.82,97.06,1.3,131.62,52.38,5.3,27.69,16.37,29.72,2.0
2018,8,13,215.56,1.87,96.76,1.38,217.19,55.25,6.01,27.57,17.46,28.44,1.72
2018,8,14,229.0,1.98,96.73,1.36,225.44,46.44,1.08,29.19,15.24,31.15,2.2
2018,8,15,125.38,4.09,96.79,3.02,126.62,49.44,0.59,27.81,15.53,30.08,1.81
2018,8,16,169.0,3.12,96.74,2.16,183.69,51.56,0.07,27.36,15.63,30.27,1.95
2018,8,17,159.75,3.79,96.78,2.79,163.88,56.56,1.66,27.69,17.21,30.08,1.78
2018,8,18,158.88,2.43,96.87,1.66,173.62,59.81,3.56,27.1,17.67,29.64,1.97
2018,8,19,112.06,3.07,96.92,2.3,126.38,58.12,2.45,26.8,16.77,29.55,1.87
2018,8,20,239.56,5.7,96.75,4.5,238.19,55.94,0.95,25.05,14.65,27.36,1.77
2018,8,21,217.62,5.03,96.71,3.99,231.06,56.94,0.39,25.02,14.86,27.51,1.67
2018,8,22,228.94,4.3,96.78,3.23,227.06,54.25,0.07,25.87,14.54,28.44,1.85
2018,8,23,184.31,3.65,96.73,2.77,184.81,50.94,0.16,26.82,14.76,28.8,1.78
2018,8,24,231.88,4.59,96.77,3.38,245.06,47.62,0.11,26.24,12.88,28.62,1.78
2018,8,25,253.25,4.52,96.77,3.05,252.62,50.38,0.02,26.28,13.28,28.39,1.8
2018,8,26,204.62,5.63,96.71,4.26,204.88,40.44,0.0,28.6,12.09,29.69,1.8
2018,8,27,174.56,4.34,96.76,3.3,174.5,47.06,0.0,27.89,13.61,30.08,1.92
2018,8,28,55.56,4.26,96.95,3.09,37.0,46.81,0.0,24.92,11.05,27.74,2.21
2018,8,29,86.94,2.75,96.92,2.1,82.31,55.38,0.0,25.24,14.15,28.55,2.1
2018,8,30,75.19,3.34,96.98,2.48,73.0,54.5,0.0,25.48,14.05,28.3,2.06
2018,8,31,129.38,2.7,97.06,2.02,127.38,47.88,0.01,26.34,13.27,29.06,1.88
2018,9,1,202.31,3.29,97.01,2.38,206.06,39.0,0.0,28.72,12.15,30.87,1.88
2018,9,2,212.0,5.26,96.93,3.68,213.5,36.44,0.0,29.42,11.04,31.0,1.74
2018,9,3,239.06,2.95,96.73,2.07,239.94,33.25,0.0,30.81,11.34,32.32,1.61
2018,9,4,221.06,4.37,96.69,2.91,223.12,31.25,0.14,31.09,9.98,32.9,1.62
2018,9,5,245.06,4.41,96.74,2.84,247.5,28.0,0.07,31.76,8.73,33.44,1.75
2018,9,6,245.38,7.49,96.61,5.43,245.44,22.94,0.0,32.19,6.83,32.59,1.54
2018,9,7,128.75,4.62,96.73,3.69,157.88,40.75,0.03,29.4,12.58,31.57,1.8
2018,9,8,83.38,5.31,97.09,4.13,83.56,48.38,0.0,26.82,14.13,29.01,1.59
2018,9,9,98.38,4.59,97.15,3.58,99.75,52.94,0.0,27.02,14.85,29.07,1.55
2018,9,10,111.5,3.23,97.19,2.15,116.19,57.69,0.13,27.76,16.78,30.3,1.47
2018,9,11,66.31,4.43,97.45,3.6,64.88,55.62,0.01,28.09,17.19,30.53,1.52
2018,9,12,56.12,4.48,97.39,3.42,53.81,50.69,0.01,27.15,14.49,29.62,1.59
2018,9,13,145.88,2.02,97.16,1.38,158.19,61.38,2.96,23.56,15.64,24.64,0.92
2018,9,14,233.75,4.61,97.05,3.38,233.5,54.06,0.09,26.15,15.17,28.06,1.52
2018,9,15,63.06,3.83,97.32,2.65,61.44,51.31,0.01,25.15,13.08,27.55,1.73
2018,9,16,167.62,2.78,97.41,2.1,164.75,54.19,0.03,26.51,15.25,28.58,1.6
2018,9,17,191.69,3.6,97.28,2.19,196.12,48.62,0.02,27.36,14.99,28.9,1.5
2018,9,18,216.0,2.93,97.22,1.93,216.06,49.19,6.07,25.58,13.77,25.35,1.1
2018,9,19,179.5,2.49,97.14,1.64,183.88,59.69,2.07,25.74,16.48,27.19,1.4
2018,9,20,118.31,1.62,96.97,1.08,120.5,66.06,4.18,24.22,16.92,25.44,1.27
2018,9,21,285.19,3.4,96.9,2.29,285.38,60.75,2.43,23.91,14.92,25.69,1.45
2018,9,22,339.31,7.34,97.25,5.45,339.38,61.44,0.35,24.05,15.19,25.36,1.05
2018,9,23,172.75,4.95,97.35,3.83,171.94,61.94,0.19,23.97,15.59,25.45,1.48
2018,9,24,240.69,4.8,97.28,3.33,254.44,55.12,0.01,24.53,13.62,26.36,1.55
2018,9,25,186.0,4.58,97.34,3.16,231.38,59.56,0.6,24.72,15.01,27.01,1.47
2018,9,26,30.38,8.47,97.62,6.88,30.0,63.88,2.95,22.22,14.57,23.76,1.05
2018,9,27,25.5,8.26,97.63,6.31,25.56,55.69,0.0,18.26,8.49,19.58,1.38
2018,9,28,276.69,6.68,97.04,4.72,276.5,62.0,0.04,18.35,10.04,19.75,1.34
2018,9,29,221.44,3.39,96.93,2.21,220.69,56.56,0.01,20.37,9.66,22.01,1.38
2018,9,30,170.12,3.11,96.98,2.01,168.25,50.69,0.0,21.78,8.82,23.06,1.38
2018,10,1,190.06,3.8,96.68,2.45,189.94,40.81,0.09,23.22,8.16,24.48,1.27
2018,10,2,159.69,5.94,96.65,4.51,159.0,73.06,9.78,17.04,11.99,17.35,0.81
2018,10,3,321.31,3.23,96.63,2.03,323.62,70.56,4.8,16.09,10.46,17.08,0.87
2018,10,4,185.44,5.24,96.7,3.95,186.06,75.5,9.64,15.77,11.32,16.12,0.88
2018,10,5,266.88,4.27,96.97,2.7,268.38,63.38,0.02,17.8,9.39,19.02,1.16
2018,10,6,253.44,5.42,97.06,3.49,254.44,51.69,0.0,20.87,9.55,21.37,1.34
2018,10,7,267.31,6.28,96.82,4.01,267.88,43.81,0.0,22.05,8.08,22.3,1.32
2018,10,8,208.12,5.03,96.79,3.3,209.5,51.38,0.06,21.86,9.79,22.42,1.22
2018,10,9,127.69,4.99,96.92,3.51,128.75,79.25,9.67,20.44,16.19,20.47,0.79
2018,10,10,134.75,6.49,96.94,4.74,135.56,71.94,0.39,20.85,14.83,21.42,0.92
2018,10,11,168.62,4.45,97.01,3.12,169.62,67.38,0.61,21.69,14.22,22.44,0.87
2018,10,12,135.62,4.38,97.25,3.14,135.69,62.06,1.11,21.89,13.69,22.74,1.13
2018,10,13,133.81,4.29,97.11,2.97,133.06,71.19,1.55,20.0,13.94,21.07,0.93
2018,10,14,227.25,4.31,96.67,2.8,255.75,74.5,1.18,19.01,13.76,20.31,1.05
2018,10,15,234.94,5.6,96.61,3.91,235.31,68.88,10.35,20.57,13.86,20.62,1.06
2018,10,16,189.5,3.47,96.71,2.27,189.25,66.06,2.38,20.37,13.32,20.21,0.66
2018,10,17,90.62,7.9,96.18,5.84,91.75,87.69,18.65,19.96,17.76,20.25,0.4
2018,10,18,219.06,5.45,95.83,3.84,219.75,76.0,2.82,17.47,12.79,18.02,1.01
2018,10,19,152.44,4.27,96.58,2.76,150.69,70.56,0.0,18.59,12.73,19.21,1.06
2018,10,20,71.06,3.95,97.18,2.77,55.06,77.0,0.01,18.67,14.05,19.58,1.03
2018,10,21,172.5,2.45,97.07,1.66,174.0,71.62,0.22,20.48,14.28,21.24,1.08
2018,10,22,333.56,6.48,96.79,4.21,332.69,67.81,0.19,19.11,11.88,19.73,0.87
2018,10,23,343.81,10.51,97.04,7.81,344.0,68.75,0.27,15.9,9.75,16.22,0.78
2018,10,24,335.31,8.08,97.1,5.51,335.44,68.94,0.07,16.01,9.62,16.43,0.85
2018,10,25,229.0,5.05,97.23,3.13,227.94,64.56,0.14,17.21,9.02,17.86,0.95
2018,10,26,234.25,6.22,97.18,4.22,234.56,58.19,0.0,16.84,8.12,16.9,0.91
2018,10,27,224.31,7.81,96.52,5.18,224.44,59.38,0.0,17.22,8.78,17.31,0.9
2018,10,28,204.31,10.53,95.88,7.91,204.81,64.5,0.4,17.94,11.04,18.18,0.81
2018,10,29,230.25,14.16,95.72,10.65,230.69,39.56,0.06,16.69,2.29,16.44,0.5
2018,10,30,236.0,7.16,96.87,4.8,236.31,38.88,0.0,10.95,-3.25,10.76,0.82
2018,10,31,180.62,6.89,96.72,4.67,181.31,46.38,0.15,15.43,3.61,14.42,0.67
2018,11,1,192.31,5.63,96.76,3.67,192.94,72.0,6.09,16.23,10.98,15.58,0.56
2018,11,2,224.94,4.73,96.77,3.05,224.94,55.81,0.03,16.62,7.11,16.45,0.67
2018,11,3,163.06,5.73,96.58,3.94,163.75,86.69,8.93,12.17,10.01,11.94,0.37
2018,11,4,244.25,8.34,96.57,5.34,244.75,63.88,0.06,13.64,6.42,13.57,0.62
2018,11,5,241.0,7.6,96.71,4.8,241.31,55.69,0.0,12.92,3.7,12.74,0.74
2018,11,6,248.56,6.37,96.8,3.87,249.25,51.31,0.0,13.9,3.41,13.64,0.71
2018,11,7,185.31,5.24,97.15,3.22,186.69,65.12,0.22,13.37,6.0,13.63,0.7
2018,11,8,232.62,5.43,97.34,3.12,232.44,45.5,0.0,14.19,1.7,14.15,0.76
2018,11,9,252.19,6.26,96.9,3.68,253.75,50.44,0.04,15.28,4.13,15.09,0.73
2018,11,10,346.5,6.11,96.79,4.12,346.06,73.31,1.11,11.81,6.89,12.01,0.64
2018,11,11,171.12,7.23,97.2,4.83,171.19,80.44,0.31,12.82,8.98,12.94,0.61
2018,11,12,67.06,5.01,97.55,3.3,67.88,86.5,3.02,14.87,12.75,15.23,0.55
2018,11,13,100.88,4.26,97.75,2.97,101.44,86.88,6.72,15.44,13.45,15.51,0.59
2018,11,14,109.0,4.35,97.68,2.85,109.38,84.0,3.98,15.23,12.51,15.5,0.61
2018,11,15,125.0,4.3,97.21,2.88,125.75,84.56,1.44,14.4,11.74,14.75,0.64
2018,11,16,44.56,5.98,96.81,3.95,45.38,84.12,1.45,14.12,11.42,14.36,0.55
2018,11,17,135.38,3.56,96.53,2.35,135.25,78.44,0.45,13.19,9.37,13.06,0.46
2018,11,18,257.81,5.84,96.32,3.77,258.25,73.44,0.1,13.37,8.08,13.27,0.59
2018,11,19,227.0,8.51,95.86,5.72,227.12,70.19,0.01,13.6,7.9,13.37,0.4
2018,11,20,250.94,9.0,96.1,6.01,251.44,61.19,0.02,13.24,5.55,13.05,0.59
2018,11,21,264.31,7.27,97.02,4.35,264.44,53.94,0.0,13.23,3.2,12.62,0.59
2018,11,22,255.19,5.26,97.34,3.17,255.62,50.69,0.0,13.51,2.83,12.87,0.58
2018,11,23,211.0,5.55,97.2,3.73,211.19,57.12,0.0,13.19,4.0,12.33,0.62
2018,11,24,243.5,3.49,96.76,2.07,243.5,71.56,2.24,13.4,7.94,12.25,0.32
2018,11,25,281.5,5.37,96.51,3.62,281.62,74.75,0.14,12.51,7.8,12.15,0.45
2018,11,26,260.94,9.67,96.41,6.41,261.5,64.06,0.06,12.85,5.83,12.34,0.45
2018,11,27,307.06,8.86,96.79,5.73,307.38,67.0,0.15,10.31,3.76,10.05,0.46
2018,11,28,316.5,8.45,97.24,5.45,316.88,76.44,0.04,10.13,5.55,9.83,0.37
2018,11,29,235.75,4.91,97.43,3.13,235.44,77.56,0.03,10.63,6.51,10.29,0.48
2018,11,30,239.81,7.29,97.08,5.05,240.56,56.19,0.0,11.12,1.32,10.2,0.48
2018,12,1,312.62,9.84,96.9,6.84,313.19,69.12,1.77,10.47,4.67,10.3,0.38
2018,12,2,336.62,8.28,97.27,5.72,336.88,71.88,0.02,10.43,5.12,10.26,0.39
2018,12,3,281.38,4.64,97.36,2.86,282.62,68.25,0.0,11.48,4.97,10.89,0.46
2018,12,4,320.44,6.98,97.36,4.48,320.56,67.5,0.0,12.9,6.3,12.25,0.48
2018,12,5,272.19,6.65,97.69,4.41,272.19,68.19,0.0,12.89,6.3,11.83,0.48
2018,12,6,304.88,4.58,97.54,2.95,305.19,61.31,0.01,13.88,5.59,12.41,0.53
2018,12,7,255.56,8.15,97.43,5.16,270.62,82.44,0.12,11.69,8.47,11.53,0.27
2018,12,8,332.94,5.64,97.58,3.78,332.94,82.06,0.15,11.37,8.09,11.58,0.41
2018,12,9,304.06,6.13,97.73,3.91,304.56,75.75,0.02,10.94,6.54,10.44,0.45
2018,12,10,316.81,9.38,97.56,6.09,316.81,72.69,0.03,10.38,4.94,9.93,0.44
2018,12,11,276.62,6.09,97.37,3.83,276.75,71.06,0.0,10.19,4.59,9.72,0.42
2018,12,12,282.38,4.28,97.14,2.52,282.56,58.94,0.0,10.29,1.71,9.76,0.43
2018,12,13,264.5,7.11,96.68,4.56,265.0,54.31,0.0,10.23,0.75,9.61,0.42
2018,12,14,261.94,7.06,95.96,4.55,262.81,62.12,3.16,8.6,1.3,8.27,0.28
2018,12,15,326.25,11.14,97.03,7.88,326.5,74.94,1.2,9.65,4.89,9.34,0.34
2018,12,16,266.81,6.91,97.5,4.38,267.88,69.19,0.02,10.65,4.33,10.38,0.44
2018,12,17,306.75,8.67,97.54,5.69,307.06,65.06,0.01,11.42,4.48,10.96,0.42
2018,12,18,284.06,6.67,97.95,4.17,284.38,67.31,0.02,8.26,1.3,8.01,0.45
2018,12,19,264.19,5.94,97.56,3.67,264.94,57.5,0.0,9.8,0.87,8.82,-999.0
2018,12,20,237.81,4.12,97.62,2.52,239.44,58.44,0.0,10.8,2.44,9.99,0.43
2018,12,21,45.0,3.3,98.12,2.29,45.12,67.0,0.07,10.85,4.66,10.21,0.32
2018,12,22,319.69,4.09,98.29,2.8,319.62,72.62,0.0,9.88,4.58,8.84,0.43
2018,12,23,308.06,4.96,98.17,3.05,308.94,62.38,0.0,10.21,1.64,8.83,0.45
2018,12,24,284.19,5.41,97.82,3.5,284.81,57.19,0.0,12.11,2.94,10.75,0.42
2018,12,25,260.62,8.66,97.63,5.58,260.88,70.69,0.08,10.81,5.26,10.42,0.27
2018,12,26,166.06,4.64,98.11,3.44,151.19,74.5,0.0,8.49,3.66,7.83,0.38
2018,12,27,238.5,3.96,97.89,2.78,239.44,66.69,0.0,7.8,1.23,6.43,0.41
2018,12,28,182.75,2.95,97.72,2.12,181.44,59.5,0.0,8.48,0.49,6.76,0.38
2018,12,29,175.5,2.16,97.8,1.52,163.62,71.5,0.0,8.28,3.08,6.94,0.31
2018,12,30,257.75,2.83,97.72,1.92,256.81,70.44,0.01,8.27,2.69,7.17,0.4
2018,12,31,309.56,7.92,97.7,5.34,309.88,81.94,0.07,8.01,4.93,7.84,0.34
2019,1,1,329.75,9.27,97.77,6.57,330.19,82.19,0.21,8.96,5.66,8.83,0.26
2019,1,2,311.06,8.09,97.33,4.99,312.0,68.44,0.19,10.37,3.11,9.74,0.43
2019,1,3,53.88,7.66,97.49,4.77,53.62,69.62,0.58,7.08,1.12,6.73,0.39
2019,1,4,230.19,3.38,97.79,2.28,229.94,67.38,1.16,4.62,-1.42,3.96,0.3
2019,1,5,312.69,6.17,97.86,3.88,312.75,75.94,0.29,4.88,0.3,4.51,0.41
2019,1,6,299.94,7.26,97.54,4.51,300.31,79.19,0.13,7.54,3.66,7.15,0.39
2019,1,7,174.75,5.8,97.63,3.73,175.0,81.31,0.37,7.76,4.59,7.36,0.34
2019,1,8,308.62,5.04,97.63,3.54,308.38,74.75,0.13,7.29,2.63,6.61,0.38
2019,1,9,285.69,8.01,96.63,5.1,286.0,75.69,0.15,7.27,2.61,6.93,0.36
2019,1,10,317.5,6.05,96.36,3.87,317.25,74.12,5.52,6.54,1.78,6.48,0.37
2019,1,11,282.06,6.34,96.72,4.13,282.25,78.31,5.12,4.33,0.65,4.4,0.31
2019,1,12,318.44,8.2,97.32,5.62,318.88,77.0,0.23,3.94,-0.21,3.77,0.3
2019,1,13,300.88,8.43,97.32,5.32,301.44,80.06,0.26,6.23,2.8,5.9,0.27
2019,1,14,297.12,9.26,96.75,5.82,297.56,74.44,0.04,8.98,3.5,8.39,0.45
2019,1,15,249.56,6.73,97.09,4.41,249.62,74.75,0.06,8.51,3.67,7.84,0.42
2019,1,16,156.19,3.4,97.41,2.48,156.38,84.19,0.0,6.54,3.86,5.61,0.39
2019,1,17,181.5,2.37,96.94,1.73,188.75,71.75,0.0,8.16,2.55,6.79,0.48
2019,1,18,302.88,4.33,96.78,2.8,302.88,55.44,0.01,8.3,-0.89,7.3,0.49
2019,1,19,272.69,5.15,96.7,3.17,273.38,71.62,0.07,7.97,2.97,7.94,0.43
2019,1,20,259.69,6.16,96.53,4.03,260.0,69.31,0.28,8.33,2.29,8.4,0.47
2019,1,21,265.38,6.87,96.18,4.25,265.94,73.06,0.72,9.49,4.32,9.37,0.4
2019,1,22,306.56,4.41,96.35,2.67,306.94,77.31,0.78,6.76,2.7,6.56,0.37
2019,1,23,268.69,7.08,95.44,4.88,269.31,68.62,0.65,5.74,-0.24,5.58,0.45
2019,1,24,284.94,13.98,94.63,10.63,285.94,61.94,1.03,7.08,-0.24,7.01,0.35
2019,1,25,318.69,14.6,95.55,11.0,319.5,64.44,0.48,6.86,0.23,6.87,0.31
2019,1,26,324.38,9.68,96.48,6.55,324.75,73.88,0.37,6.47,1.58,6.3,0.42
2019,1,27,270.12,7.95,96.5,5.48,271.06,69.69,0.03,7.75,1.73,7.45,0.57
2019,1,28,308.5,7.36,96.04,4.73,308.69,77.19,2.22,7.15,3.14,7.04,0.4
2019,1,29,300.56,8.84,96.12,5.93,300.88,68.5,0.61,6.2,0.17,6.12,0.52
2019,1,30,282.19,7.07,96.12,4.42,282.56,67.62,0.26,7.7,1.78,7.05,0.43
2019,1,31,251.69,7.73,96.35,5.23,252.25,69.06,0.0,8.17,2.32,7.73,0.47
2019,2,1,231.88,9.51,96.11,6.0,232.06,62.56,0.0,11.27,3.54,10.87,0.62
2019,2,2,261.56,7.82,95.51,4.66,261.25,43.06,0.03,11.22,-1.38,10.84,0.45
2019,2,3,310.0,6.53,96.18,4.37,310.38,66.56,3.8,6.58,0.23,7.0,0.45
2019,2,4,325.94,13.38,96.53,10.09,326.38,75.56,1.51,6.79,2.61,6.73,0.47
2019,2,5,341.44,17.37,96.78,13.48,342.06,69.19,0.53,9.17,3.65,9.12,0.34
2019,2,6,333.38,10.35,97.19,7.34,333.56,67.56,0.05,8.87,2.31,8.86,0.61
2019,2,7,271.81,6.02,97.29,3.91,271.31,71.5,0.01,8.26,2.63,7.8,0.64
2019,2,8,252.56,4.36,97.37,2.89,251.94,69.31,0.0,9.65,3.21,9.2,0.7
2019,2,9,262.19,4.35,97.59,2.82,265.88,66.56,0.02,9.68,2.52,10.23,0.63
2019,2,10,249.88,7.83,97.56,5.14,250.81,44.38,0.0,11.43,-1.48,10.83,0.7
2019,2,11,263.5,7.65,97.32,4.81,262.81,52.31,0.19,12.29,1.74,12.45,0.77
2019,2,12,288.62,9.77,97.67,7.01,288.88,63.25,0.29,8.05,0.42,8.28,0.76
2019,2,13,301.56,8.41,98.23,5.56,316.75,66.94,0.01,7.29,0.3,7.48,0.8
2019,2,14,168.06,6.54,98.36,4.89,168.19,72.25,0.03,7.8,2.46,7.58,0.95
2019,2,15,185.44,3.73,97.97,2.48,227.69,52.75,0.0,9.1,-2.01,8.58,1.03
2019,2,16,156.31,7.18,97.97,4.8,156.31,64.62,0.01,7.3,0.54,7.45,0.94
2019,2,17,201.62,4.05,98.01,2.7,202.81,63.88,0.0,7.33,0.09,6.97,0.88
2019,2,18,202.75,5.16,97.59,3.45,203.31,64.75,0.0,7.45,0.46,7.34,0.66
2019,2,19,170.69,2.8,97.29,2.02,170.0,72.62,0.02,8.23,2.49,8.08,0.76
2019,2,20,127.88,2.8,97.4,2.09,128.25,73.88,0.04,8.91,3.63,8.96,0.71
2019,2,21,38.94,4.34,97.85,3.2,38.44,73.62,0.0,8.38,3.38,8.07,0.6
2019,2,22,282.44,5.55,97.78,3.66,281.75,72.56,0.08,8.41,2.82,8.64,0.68
2019,2,23,246.94,11.53,97.23,8.28,232.25,66.19,1.2,8.89,2.03,8.94,0.52
2019,2,24,108.88,12.69,97.37,9.8,79.62,64.19,0.53,6.55,-0.02,6.9,0.46
2019,2,25,189.75,8.53,97.71,6.22,189.94,64.75,0.06,6.73,-0.44,7.17,0.74
2019,2,26,200.44,4.13,97.56,2.84,200.56,82.44,11.75,4.31,1.5,4.01,0.41
2019,2,27,343.88,6.31,97.73,3.99,343.81,72.94,0.01,6.72,1.07,6.83,0.87
2019,2,28,198.38,6.57,97.65,4.7,197.94,69.0,0.01,9.05,2.45,9.03,0.97
2019,3,1,318.19,5.88,97.31,3.84,317.81,58.75,0.0,11.18,1.54,10.97,1.08
2019,3,2,325.25,7.85,97.2,5.13,325.12,56.25,0.0,11.37,1.69,11.44,1.06
2019,3,3,249.75,6.05,97.43,3.83,264.12,66.62,0.0,10.37,2.85,11.01,1.07
2019,3,4,259.69,4.2,97.35,2.39,262.75,52.81,0.0,11.26,-0.85,11.88,1.19
2019,3,5,242.38,5.35,97.1,3.06,242.5,39.56,0.0,14.16,-1.1,14.37,1.23
2019,3,6,259.62,7.27,97.1,4.66,260.31,39.69,0.0,15.0,0.02,14.84,1.29
2019,3,7,213.75,7.24,96.93,4.67,214.0,29.81,0.0,15.7,-3.2,15.01,1.46
2019,3,8,57.75,5.24,96.99,3.71,59.0,44.12,0.0,14.37,1.05,13.16,0.97
2019,3,9,69.31,8.46,97.76,6.0,69.38,64.19,0.0,13.3,5.32,13.76,0.91
2019,3,10,155.12,6.25,97.86,4.17,154.88,47.06,0.0,12.67,0.49,12.92,0.98
2019,3,11,163.38,8.33,97.5,6.12,163.56,60.81,0.0,13.52,5.5,13.79,1.09
2019,3,12,339.06,10.53,97.64,8.01,338.75,58.12,0.05,10.72,1.62,11.24,1.34
2019,3,13,278.5,5.45,97.22,3.67,280.25,51.19,1.87,13.33,1.16,13.48,1.65
2019,3,14,335.31,10.03,97.39,7.4,335.19,63.62,0.37,10.66,3.45,11.41,1.23
2019,3,15,315.06,7.89,97.48,5.39,315.06,62.62,0.0,11.62,3.38,12.19,1.31
2019,3,16,303.56,4.6,97.41,2.99,307.81,47.19,0.0,15.53,1.43,15.18,1.37
2019,3,17,275.12,5.67,96.96,3.77,276.25,37.44,0.0,16.84,0.26,16.39,1.4
2019,3,18,156.44,7.42,96.74,5.15,156.5,41.0,0.03,16.12,2.01,16.83,1.38
2019,3,19,140.62,8.53,96.87,6.75,140.44,61.31,0.18,11.51,3.53,12.71,1.11
2019,3,20,248.38,8.21,96.79,6.57,234.38,72.88,9.59,9.61,4.55,10.3,0.55
2019,3,21,140.75,4.18,96.44,3.15,141.31,73.44,9.76,11.04,5.87,12.23,0.85
2019,3,22,71.19,4.47,96.95,3.31,71.56,82.06,8.61,9.69,6.58,10.05,0.72
2019,3,23,48.38,5.36,97.21,3.95,48.94,86.06,4.61,9.98,7.58,10.71,0.58
2019,3,24,187.62,4.28,97.51,2.8,186.25,64.56,0.0,12.08,4.35,13.0,1.24
2019,3,25,283.19,4.88,97.09,3.11,283.62,52.94,0.01,14.58,3.85,15.37,1.43
