-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 08/01/2023 
Location: Latitude  35.0382   Longitude 9.4849 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 408.34 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
2019,10,19,21.07,27.84,16.12,54.25,0.0,3.45,5.34,1.9
2019,10,20,20.94,28.44,15.16,57.44,0.0,3.81,5.52,2.42
2019,10,21,21.57,29.06,16.35,72.25,0.08,4.59,8.12,2.0
2019,10,22,21.31,27.77,16.7,75.94,0.08,5.31,8.73,2.52
2019,10,23,22.34,30.32,17.38,72.12,0.41,5.6,9.32,1.73
2019,10,24,20.35,27.26,15.19,62.94,0.19,3.66,6.47,1.03
2019,10,25,16.8,22.61,11.48,62.31,2.58,4.36,7.02,1.58
2019,10,26,15.19,17.76,13.45,74.25,9.32,3.44,5.32,1.45
2019,10,27,15.18,18.5,12.34,76.19,10.72,2.7,3.66,1.4
2019,10,28,15.84,20.8,11.93,77.75,0.77,5.27,7.95,2.88
2019,10,29,16.58,22.95,11.37,74.12,0.1,3.09,5.08,1.66
2019,10,30,17.09,22.62,12.4,72.69,2.61,1.95,3.19,0.71
2019,10,31,18.11,25.01,11.49,62.62,0.74,1.8,3.36,0.95
2019,11,1,16.44,20.54,12.39,71.56,1.27,4.23,7.54,2.14
2019,11,2,16.78,23.97,10.01,66.69,0.01,4.38,6.96,2.88
2019,11,3,18.69,25.05,13.92,60.81,0.01,6.69,10.92,3.88
2019,11,4,17.86,25.3,12.76,59.25,0.0,4.18,6.48,2.55
2019,11,5,17.65,25.67,11.9,55.81,0.01,4.97,7.88,3.27
2019,11,6,12.97,15.23,9.3,84.62,14.34,3.8,6.22,1.05
2019,11,7,12.55,19.73,7.67,70.75,0.01,4.05,5.38,2.84
2019,11,8,12.91,20.19,7.65,60.69,0.0,5.38,8.23,3.88
2019,11,9,10.98,17.93,5.95,63.94,0.01,4.81,6.91,2.56
2019,11,10,10.36,16.01,5.12,56.94,0.43,4.92,9.58,2.21
2019,11,11,7.65,11.31,5.26,78.25,5.72,3.07,5.8,0.96
2019,11,12,9.55,14.39,5.61,72.25,2.27,7.38,12.01,4.23
2019,11,13,9.91,16.69,3.69,66.69,0.01,5.78,8.41,3.65
2019,11,14,11.8,19.19,6.55,66.12,0.02,5.55,8.77,3.47
2019,11,15,12.41,18.73,7.61,61.56,0.03,5.51,10.95,1.8
2019,11,16,13.01,19.83,7.18,59.69,0.01,4.4,9.27,0.84
2019,11,17,9.35,16.58,4.12,62.06,0.02,4.45,8.06,1.98
2019,11,18,8.07,12.85,3.42,49.62,0.0,5.52,9.48,3.33
2019,11,19,9.04,15.77,4.48,62.75,0.77,3.96,5.05,2.77
2019,11,20,8.32,15.3,4.37,66.12,0.0,3.45,5.6,1.73
2019,11,21,9.86,17.42,5.07,51.19,0.0,6.07,9.1,3.48
2019,11,22,10.9,16.96,7.3,44.19,0.03,5.51,8.23,3.91
2019,11,23,10.64,17.26,6.63,49.38,6.81,5.53,8.41,3.84
2019,11,24,9.87,16.93,5.6,70.19,0.05,5.0,7.68,3.27
2019,11,25,9.94,17.33,4.55,71.69,0.11,4.84,6.98,3.49
2019,11,26,12.48,19.05,7.87,74.0,0.09,3.58,6.32,1.08
2019,11,27,12.8,21.75,6.96,68.06,0.0,4.22,6.46,2.88
2019,11,28,14.17,21.55,9.11,64.94,0.0,3.93,6.64,1.72
2019,11,29,13.68,22.76,8.8,61.0,0.0,2.78,4.32,1.54
2019,11,30,12.22,19.81,7.35,74.19,0.0,3.22,5.69,0.88
2019,12,1,11.69,18.08,6.83,83.94,0.0,3.91,7.09,2.55
2019,12,2,13.64,19.69,10.16,76.19,0.54,2.59,4.34,0.32
2019,12,3,12.4,20.65,7.97,67.0,0.0,2.68,3.38,0.84
2019,12,4,11.49,17.98,6.72,80.38,4.76,3.94,6.43,2.74
2019,12,5,11.7,19.33,6.39,64.88,0.0,3.51,4.56,2.19
2019,12,6,12.08,19.23,7.92,64.31,0.0,2.78,3.93,1.38
2019,12,7,12.25,18.0,9.32,69.25,0.02,1.52,2.44,0.64
2019,12,8,11.76,17.76,8.32,81.44,0.35,5.31,8.26,2.34
2019,12,9,11.46,16.76,8.72,80.88,0.96,7.32,10.59,3.05
2019,12,10,9.12,12.41,5.48,72.56,0.96,8.23,12.45,3.78
2019,12,11,9.55,14.74,4.8,62.75,0.23,7.14,10.09,3.21
2019,12,12,9.12,15.32,5.21,62.38,0.04,4.59,8.09,2.77
2019,12,13,10.8,17.45,4.29,64.81,0.0,4.84,6.47,3.52
2019,12,14,13.99,21.89,9.43,69.69,0.0,5.52,9.65,1.88
2019,12,15,12.51,18.9,8.62,67.19,0.0,4.07,7.2,2.25
2019,12,16,11.99,20.0,7.33,67.19,0.0,4.99,8.38,3.52
2019,12,17,9.88,15.1,6.63,79.81,0.01,3.32,4.53,2.33
2019,12,18,10.76,15.62,7.37,77.69,3.55,3.39,4.13,2.39
2019,12,19,11.08,18.82,6.96,73.06,0.29,4.5,6.3,3.31
2019,12,20,9.95,16.1,5.8,57.62,0.0,6.7,10.81,4.06
2019,12,21,11.95,18.51,8.7,56.38,0.17,7.24,8.84,6.38
2019,12,22,13.46,20.37,8.37,61.62,0.0,7.23,10.85,4.3
2019,12,23,11.27,17.56,6.65,65.0,0.01,6.33,11.45,3.6
2019,12,24,10.06,18.51,4.71,77.56,0.01,4.91,9.08,3.09
2019,12,25,11.94,21.06,6.46,60.25,0.0,3.94,5.84,1.88
2019,12,26,12.12,20.94,6.4,56.44,0.0,3.48,5.01,2.18
2019,12,27,11.0,19.08,6.41,68.06,0.04,4.95,7.48,2.97
2019,12,28,10.23,16.05,6.04,80.81,0.56,5.57,8.29,3.86
2019,12,29,6.9,11.79,2.84,72.44,0.43,4.68,7.67,3.0
2019,12,30,5.8,10.37,2.06,74.81,0.73,6.03,8.66,3.65
2019,12,31,5.7,10.33,2.11,76.0,1.47,6.58,9.23,3.8
2020,1,1,5.24,12.62,0.4,78.56,0.01,4.05,5.68,2.74
2020,1,2,7.15,14.83,1.48,68.62,0.01,2.83,5.3,0.98
2020,1,3,8.5,16.6,1.82,49.81,0.0,1.88,3.14,0.95
2020,1,4,7.15,14.8,2.04,74.19,0.02,3.45,4.78,2.52
2020,1,5,8.3,14.88,3.12,82.38,0.13,4.77,7.84,3.34
2020,1,6,7.5,13.9,3.55,79.25,0.17,4.27,5.62,2.9
2020,1,7,7.78,14.45,2.81,74.0,0.08,3.57,5.53,0.95
2020,1,8,7.62,13.42,2.5,78.56,7.82,2.45,4.24,0.59
2020,1,9,8.01,13.25,4.47,76.69,5.76,2.02,3.49,0.34
2020,1,10,7.47,12.58,4.41,81.69,2.42,1.55,2.34,0.65
2020,1,11,7.57,10.83,5.83,88.0,14.26,4.38,6.26,2.12
2020,1,12,7.15,11.66,4.08,86.81,1.45,4.27,5.35,2.97
2020,1,13,7.25,12.59,4.24,83.5,0.41,5.73,7.84,3.98
2020,1,14,7.34,13.57,3.39,79.12,0.05,3.16,5.42,1.04
2020,1,15,7.08,15.83,0.98,72.56,0.0,3.09,3.95,2.23
2020,1,16,7.53,14.73,2.08,65.88,0.0,1.84,3.2,0.11
2020,1,17,7.65,15.94,1.88,58.56,0.0,2.74,4.93,1.23
2020,1,18,8.71,15.88,2.65,70.0,0.0,3.35,5.77,0.73
2020,1,19,8.13,14.36,3.19,62.12,0.06,4.15,7.54,1.73
2020,1,20,8.97,15.41,5.14,79.0,0.51,4.61,8.05,1.42
2020,1,21,10.87,15.33,8.87,82.44,0.1,7.87,11.27,5.59
2020,1,22,10.19,15.73,7.27,85.25,0.04,5.64,8.62,3.49
2020,1,23,9.96,16.46,5.94,81.25,0.03,3.8,5.95,2.15
2020,1,24,10.92,21.03,6.05,69.19,0.02,2.59,4.75,0.79
2020,1,25,10.34,18.6,4.6,49.62,0.0,3.6,4.43,2.16
2020,1,26,10.29,18.35,5.39,63.38,0.05,4.78,7.45,3.42
2020,1,27,10.07,17.0,4.86,72.19,0.0,2.95,5.55,0.55
2020,1,28,9.69,17.7,3.94,63.0,0.0,3.51,4.9,2.48
2020,1,29,11.89,19.73,5.46,54.88,0.0,2.77,4.08,1.09
2020,1,30,12.2,19.26,6.16,68.5,0.01,2.8,3.54,0.92
2020,1,31,13.4,20.97,7.51,65.94,0.0,2.41,3.27,1.8
2020,2,1,12.77,19.17,7.62,61.62,0.09,2.27,3.76,0.23
2020,2,2,12.06,20.43,6.86,75.19,0.01,4.48,7.15,2.41
2020,2,3,14.48,24.12,8.15,62.81,0.0,4.8,6.77,3.34
2020,2,4,15.69,25.95,10.12,51.75,0.01,5.19,6.49,3.98
2020,2,5,9.8,14.42,6.41,58.94,0.06,8.55,11.29,5.59
2020,2,6,7.66,14.23,2.3,60.62,0.04,5.69,8.62,3.3
2020,2,7,6.94,16.15,0.18,54.38,0.0,4.05,5.73,1.95
2020,2,8,10.57,19.05,3.35,44.12,0.39,2.97,4.85,1.52
2020,2,9,10.73,18.26,5.38,45.94,0.38,2.23,2.95,0.91
2020,2,10,12.98,22.65,5.51,44.56,0.0,3.09,4.18,1.34
2020,2,11,14.46,25.32,7.6,42.81,0.0,4.06,6.02,2.37
2020,2,12,14.01,23.68,7.28,44.31,0.0,2.61,4.23,0.66
2020,2,13,13.25,20.91,8.06,36.12,0.0,3.7,5.27,1.39
2020,2,14,13.12,21.83,7.1,66.44,0.0,3.78,5.24,2.57
2020,2,15,12.15,20.62,7.44,71.44,0.02,2.86,4.22,1.04
2020,2,16,11.55,20.26,5.98,72.44,0.0,1.77,3.09,0.71
2020,2,17,10.42,18.74,5.91,74.5,0.01,1.85,3.09,0.66
2020,2,18,11.58,20.32,5.35,67.75,0.0,3.48,5.48,2.18
2020,2,19,10.8,19.44,4.68,68.81,0.01,4.75,6.71,3.04
2020,2,20,10.02,18.87,2.77,62.06,0.0,3.42,5.91,1.44
2020,2,21,11.48,20.65,5.22,58.25,0.0,1.55,2.82,0.3
2020,2,22,9.75,18.0,3.24,70.81,0.0,4.61,6.55,2.76
2020,2,23,10.56,18.75,4.46,62.62,0.0,2.73,4.66,1.0
2020,2,24,14.63,24.74,5.72,39.69,0.0,2.3,4.85,0.45
2020,2,25,15.8,25.76,7.12,37.88,0.0,3.8,5.99,0.91
2020,2,26,14.5,22.99,7.98,51.81,0.0,4.26,6.09,3.16
2020,2,27,12.52,20.31,6.36,60.06,0.01,3.09,4.79,1.9
2020,2,28,13.8,22.53,6.56,47.31,0.0,3.5,5.55,1.91
2020,2,29,14.45,23.53,7.94,54.75,0.0,4.25,8.64,0.12
2020,3,1,17.09,26.35,10.45,32.38,0.0,5.73,8.29,3.18
2020,3,2,16.48,24.31,9.73,54.25,1.74,5.11,10.48,0.52
2020,3,3,12.53,16.87,8.76,52.06,1.39,6.24,10.48,3.04
2020,3,4,12.36,17.33,7.28,53.69,0.27,9.16,15.52,2.4
2020,3,5,14.05,23.08,6.49,54.88,0.0,4.56,8.02,2.82
2020,3,6,15.44,23.81,10.24,51.19,0.02,3.71,4.92,0.62
2020,3,7,9.22,12.41,5.56,64.38,0.88,5.84,8.33,2.83
2020,3,8,9.22,15.9,4.92,66.19,0.14,6.06,9.16,2.91
2020,3,9,11.01,18.65,3.43,64.56,2.79,3.95,5.54,2.09
2020,3,10,9.92,15.18,5.93,70.56,2.73,7.89,12.12,3.95
2020,3,11,11.62,18.83,5.65,75.56,0.49,4.58,7.23,0.94
2020,3,12,14.31,24.37,5.87,59.5,0.0,2.66,3.39,1.43
2020,3,13,17.43,27.65,9.51,41.12,0.0,4.64,5.93,2.84
2020,3,14,17.01,25.72,9.64,48.5,0.01,4.16,6.18,2.53
2020,3,15,16.21,24.98,8.8,60.88,0.01,2.87,5.13,0.62
2020,3,16,14.02,21.22,9.56,74.88,0.09,4.37,6.84,0.97
2020,3,17,12.81,17.61,10.13,83.25,11.8,6.93,9.02,4.93
2020,3,18,12.96,17.24,9.84,81.06,3.88,4.7,5.9,3.76
2020,3,19,12.0,17.98,7.9,76.06,0.64,3.53,4.64,2.27
2020,3,20,12.76,19.09,8.06,77.81,1.56,6.3,8.97,2.62
2020,3,21,14.51,21.02,10.87,75.56,5.43,5.7,8.5,1.72
2020,3,22,13.65,19.53,8.97,73.81,1.39,4.45,7.31,2.42
2020,3,23,13.33,18.12,8.4,73.0,1.68,1.95,3.68,1.09
2020,3,24,12.69,18.58,9.17,77.5,8.03,5.95,8.59,2.11
2020,3,25,7.91,10.29,4.14,80.12,7.67,8.98,11.16,5.79
2020,3,26,7.84,15.21,0.85,57.12,0.02,5.26,7.98,3.75
2020,3,27,11.18,19.7,5.33,53.06,0.22,4.84,7.85,2.4
2020,3,28,10.65,17.07,6.67,81.38,38.67,1.91,3.89,0.44
2020,3,29,7.73,9.33,4.9,91.31,44.78,3.7,5.0,2.02
2020,3,30,10.34,16.76,4.06,75.25,0.68,3.38,6.06,0.93
2020,3,31,12.77,18.98,5.58,66.12,2.04,3.3,5.72,1.47
2020,4,1,15.63,24.11,8.98,60.31,0.02,3.73,5.02,2.65
2020,4,2,13.16,20.48,7.69,76.75,1.07,4.45,5.76,3.18
2020,4,3,11.33,14.31,7.27,84.38,6.7,3.96,5.12,2.36
2020,4,4,11.65,18.65,6.06,73.06,0.15,4.62,7.93,2.42
2020,4,5,13.33,22.39,4.98,61.56,0.0,2.24,3.76,1.42
2020,4,6,13.57,21.89,5.86,67.62,0.28,2.16,5.8,0.36
2020,4,7,13.18,20.95,6.36,56.0,0.02,2.62,3.76,1.48
2020,4,8,13.9,20.51,8.35,69.19,0.37,1.83,4.38,0.02
2020,4,9,13.64,19.14,8.49,76.5,1.27,2.19,3.43,0.84
2020,4,10,14.41,20.63,9.47,70.88,3.06,3.35,4.4,2.05
2020,4,11,13.19,18.09,9.86,75.38,0.23,2.66,3.67,1.5
2020,4,12,14.33,21.71,8.48,62.38,0.0,2.71,5.33,0.97
2020,4,13,14.48,22.44,7.77,71.88,0.0,3.8,7.23,0.52
2020,4,14,19.96,30.29,10.69,56.06,0.0,3.85,5.55,2.2
2020,4,15,17.27,23.48,11.44,67.12,0.0,3.21,4.55,2.03
2020,4,16,19.44,27.71,12.93,66.25,0.17,2.23,3.85,0.25
2020,4,17,21.39,30.06,12.97,62.62,0.19,2.8,3.81,1.7
2020,4,18,22.34,30.09,16.52,52.56,0.03,2.87,4.33,1.45
2020,4,19,19.55,26.22,14.86,61.62,1.64,2.82,6.61,0.23
2020,4,20,18.9,24.19,14.48,62.06,1.45,5.61,8.8,2.65
2020,4,21,19.05,27.48,11.64,48.88,0.02,5.47,7.54,2.2
2020,4,22,16.36,23.03,11.65,63.31,8.51,3.31,6.14,0.74
2020,4,23,16.37,21.98,10.35,66.19,0.7,3.84,6.16,1.2
2020,4,24,17.84,24.4,10.98,63.56,0.11,2.65,4.1,1.1
2020,4,25,17.79,25.19,12.74,58.38,0.03,3.47,6.44,0.27
2020,4,26,19.05,25.94,11.08,62.38,1.05,1.98,2.88,0.59
2020,4,27,20.34,27.27,13.46,60.56,0.1,2.55,5.02,0.99
2020,4,28,22.65,30.2,14.55,49.69,0.15,2.66,4.59,0.96
2020,4,29,17.98,23.85,13.66,70.81,2.21,3.8,5.47,2.27
2020,4,30,19.55,28.39,10.43,53.88,0.0,2.41,3.53,0.32
2020,5,1,21.55,30.92,12.28,47.06,0.0,2.46,3.53,0.72
2020,5,2,21.76,30.5,13.05,53.12,0.0,2.99,5.52,1.47
2020,5,3,22.21,30.75,14.48,50.0,0.0,3.85,6.7,1.87
2020,5,4,24.69,34.37,15.33,47.31,0.0,2.3,4.12,0.17
2020,5,5,26.5,36.88,16.32,40.38,0.0,4.7,7.48,1.92
2020,5,6,29.24,39.27,20.69,29.0,0.0,4.74,6.72,2.16
2020,5,7,22.65,29.65,16.76,50.62,0.0,5.3,7.55,2.92
2020,5,8,19.75,26.23,15.3,62.5,0.01,5.7,7.67,2.91
2020,5,9,19.25,25.69,13.28,64.81,0.02,3.01,5.2,1.5
2020,5,10,24.84,35.94,14.51,48.56,0.0,3.19,6.43,0.94
2020,5,11,23.17,32.94,15.33,50.38,0.02,4.22,6.82,0.75
2020,5,12,21.01,28.73,13.94,52.56,0.0,4.52,8.31,1.41
2020,5,13,26.86,36.44,17.19,39.31,0.04,4.57,9.38,1.19
2020,5,14,27.9,36.58,20.62,27.88,0.0,6.98,13.47,2.84
2020,5,15,22.42,29.4,16.98,43.69,0.0,4.77,6.97,2.7
2020,5,16,25.21,33.97,16.54,36.31,0.01,3.36,7.0,0.43
2020,5,17,23.19,30.73,16.78,52.44,0.38,6.66,8.23,2.44
2020,5,18,20.4,28.04,14.38,57.06,0.65,7.25,10.15,5.08
2020,5,19,19.18,26.8,13.73,55.25,3.14,4.45,6.43,2.44
2020,5,20,21.78,29.63,14.07,44.38,0.03,5.09,7.04,2.87
2020,5,21,20.94,27.83,14.19,46.75,0.0,6.14,9.34,2.87
2020,5,22,20.83,28.12,14.02,47.31,0.0,4.76,6.48,2.05
2020,5,23,20.32,28.05,13.01,51.06,0.0,2.91,4.66,1.23
2020,5,24,21.49,30.34,13.05,45.31,0.0,2.48,3.95,1.33
2020,5,25,23.97,31.75,16.46,39.5,0.0,2.51,3.63,0.75
2020,5,26,23.23,32.21,15.29,45.31,0.1,3.11,5.99,1.57
2020,5,27,20.98,28.01,14.88,45.44,0.04,4.59,7.35,2.23
2020,5,28,18.92,26.48,11.81,53.25,0.03,3.63,5.65,2.43
2020,5,29,18.65,24.45,14.02,73.94,3.82,3.95,6.45,2.13
2020,5,30,21.66,27.58,16.04,61.5,0.93,2.2,3.45,1.08
2020,5,31,22.14,30.31,14.23,58.94,0.86,2.63,7.2,0.12
2020,6,1,20.77,26.74,15.83,68.56,15.14,3.48,5.45,1.75
2020,6,2,21.51,29.92,13.87,51.44,0.01,2.94,4.3,1.66
2020,6,3,23.26,31.93,15.01,52.31,0.12,2.38,5.99,1.05
2020,6,4,24.9,34.87,15.61,52.19,0.0,2.95,4.6,1.51
2020,6,5,22.68,29.08,17.27,48.81,0.0,6.75,11.0,2.58
2020,6,6,24.23,33.9,14.83,43.12,0.0,2.55,5.28,1.18
2020,6,7,27.19,38.15,17.61,46.94,0.05,5.36,10.52,0.5
2020,6,8,23.15,31.39,17.19,57.62,6.13,4.1,8.36,0.7
2020,6,9,23.1,29.44,18.19,58.75,0.86,2.83,5.88,0.59
2020,6,10,21.44,28.5,14.7,59.5,1.64,2.83,5.28,0.61
2020,6,11,23.17,32.1,14.44,57.44,0.09,3.38,5.37,1.55
2020,6,12,24.98,32.87,18.87,54.0,11.13,3.52,4.81,2.28
2020,6,13,24.8,33.23,17.94,55.19,0.06,5.83,8.52,1.88
2020,6,14,23.8,31.27,17.06,54.62,0.79,6.55,9.38,4.3
2020,6,15,22.55,30.16,15.05,46.56,0.0,4.35,6.52,2.16
2020,6,16,24.46,33.05,15.42,39.5,0.0,3.44,6.1,1.28
2020,6,17,26.18,34.79,17.98,44.31,0.0,3.62,6.33,1.12
2020,6,18,26.16,36.27,17.12,47.44,0.0,3.62,4.71,2.26
2020,6,19,28.24,40.9,18.92,43.5,0.0,6.23,11.92,1.0
2020,6,20,24.62,31.69,17.98,44.75,0.0,7.34,10.23,3.3
2020,6,21,25.2,33.48,16.79,43.5,0.0,5.09,8.92,2.98
2020,6,22,23.9,31.01,17.32,46.56,0.0,6.1,9.73,2.84
2020,6,23,23.88,31.09,16.18,52.19,0.02,3.35,4.77,2.39
2020,6,24,26.39,34.43,18.1,46.25,0.0,2.93,4.83,1.5
2020,6,25,28.58,36.9,19.4,39.44,0.0,4.73,7.41,2.59
2020,6,26,31.19,39.87,23.85,28.81,0.0,5.34,9.48,0.73
2020,6,27,30.49,39.15,23.49,38.69,0.47,3.01,4.42,1.34
2020,6,28,29.12,36.96,21.73,47.56,0.72,2.64,3.67,1.6
2020,6,29,29.12,38.05,21.15,48.88,0.1,2.79,5.87,1.34
2020,6,30,30.08,39.22,21.89,42.0,0.32,2.05,5.58,0.41
2020,7,1,31.87,41.98,22.82,35.56,0.0,1.98,5.05,0.25
2020,7,2,32.06,41.3,24.34,32.0,0.0,3.97,7.41,1.27
2020,7,3,31.33,40.72,22.92,31.69,0.46,3.51,5.73,1.61
2020,7,4,26.98,34.39,20.05,44.5,0.01,6.18,8.4,2.48
2020,7,5,24.69,32.85,16.43,47.94,0.0,5.62,8.38,2.26
2020,7,6,25.99,33.57,17.94,41.88,0.0,4.54,7.02,1.55
2020,7,7,26.62,34.58,19.11,42.38,0.0,7.09,11.16,2.38
2020,7,8,28.03,38.35,18.44,42.5,0.0,3.29,5.1,2.34
2020,7,9,27.34,37.03,18.98,49.81,0.0,2.72,5.69,1.09
2020,7,10,27.36,35.58,19.63,52.06,0.0,3.12,5.82,0.95
2020,7,11,29.01,38.58,21.31,49.69,0.28,2.44,5.73,0.81
2020,7,12,30.6,39.79,22.3,43.5,0.03,2.88,7.23,1.02
2020,7,13,30.33,37.37,23.44,36.25,0.4,2.25,3.74,0.79
2020,7,14,28.25,34.56,22.58,46.38,4.21,2.14,4.41,0.57
2020,7,15,28.12,36.15,21.09,52.5,2.71,3.13,5.84,0.86
2020,7,16,27.23,34.13,21.31,57.81,3.42,2.95,4.44,1.14
2020,7,17,26.84,34.2,19.79,46.56,0.44,3.3,5.38,1.67
2020,7,18,26.06,32.73,19.78,51.0,1.77,2.16,3.43,1.08
2020,7,19,26.47,34.09,19.23,49.06,0.0,2.72,4.98,1.21
2020,7,20,26.39,33.48,19.46,49.19,0.01,3.04,6.19,1.06
2020,7,21,27.22,35.08,20.22,47.12,0.01,2.9,6.89,0.7
2020,7,22,26.94,35.37,19.8,50.06,0.0,3.06,6.95,1.23
2020,7,23,28.12,36.45,20.34,37.81,0.0,2.93,5.23,1.19
2020,7,24,30.45,38.58,21.9,32.0,0.0,2.7,3.98,0.77
2020,7,25,30.1,37.87,22.66,38.69,0.0,2.65,4.08,0.54
2020,7,26,31.26,40.25,23.0,37.31,0.0,2.44,4.84,1.09
2020,7,27,30.8,38.86,24.48,35.75,0.0,2.54,6.79,0.36
2020,7,28,29.67,37.25,23.18,34.12,0.0,2.86,5.61,0.39
2020,7,29,28.98,36.13,23.3,36.75,0.0,2.7,4.63,0.38
2020,7,30,28.98,36.33,22.54,34.5,0.0,2.62,3.77,1.12
2020,7,31,30.05,38.35,23.0,32.69,0.0,2.34,3.73,1.48
2020,8,1,31.92,40.22,24.68,24.62,0.0,2.31,3.38,1.34
2020,8,2,32.97,41.76,23.8,22.44,0.0,2.98,4.66,1.72
2020,8,3,33.63,42.6,25.36,25.94,0.05,4.2,8.43,1.73
2020,8,4,30.28,36.97,24.35,42.62,0.0,3.84,7.19,1.12
2020,8,5,27.54,35.76,20.44,40.12,0.0,4.4,6.37,2.91
2020,8,6,26.4,33.77,19.46,42.5,0.0,3.78,4.89,1.99
2020,8,7,27.17,35.44,19.85,46.56,0.0,2.34,4.98,0.36
2020,8,8,27.47,34.62,19.94,47.25,0.0,3.25,5.2,0.59
2020,8,9,28.26,34.76,20.82,41.56,0.0,3.53,5.16,0.88
2020,8,10,27.45,33.55,20.8,45.62,0.0,3.51,5.41,1.29
2020,8,11,27.9,34.86,21.37,48.94,0.0,2.74,6.59,0.04
2020,8,12,29.55,38.5,21.56,48.19,0.02,3.41,6.97,1.24
2020,8,13,31.31,40.72,22.71,41.56,0.05,2.8,5.52,1.52
2020,8,14,33.39,41.83,24.98,31.75,0.01,2.88,5.16,0.89
2020,8,15,33.4,41.76,25.5,29.81,0.34,3.45,5.81,2.2
2020,8,16,33.5,41.77,25.58,30.06,0.06,5.59,9.34,1.66
2020,8,17,32.77,41.91,24.04,35.19,0.01,3.24,5.99,0.5
2020,8,18,32.76,42.37,24.07,36.94,0.01,4.27,9.7,0.34
2020,8,19,32.02,42.24,24.06,38.88,0.0,4.15,9.52,1.02
2020,8,20,32.02,42.95,22.59,38.38,0.0,3.7,6.79,1.16
2020,8,21,30.74,39.88,22.62,48.75,0.0,3.6,5.87,1.89
2020,8,22,31.92,41.38,23.52,45.81,0.0,2.04,4.31,0.08
2020,8,23,31.48,39.35,25.33,39.06,0.0,3.58,8.2,0.66
2020,8,24,28.57,37.01,21.11,44.31,0.43,4.47,6.43,1.79
2020,8,25,28.51,37.33,20.77,39.19,0.03,3.41,6.68,1.35
2020,8,26,27.22,36.02,19.4,35.0,0.0,2.8,5.11,1.12
2020,8,27,28.0,36.63,20.16,39.0,0.06,2.23,4.25,0.56
2020,8,28,29.7,37.4,23.39,31.19,0.0,2.99,5.39,1.17
2020,8,29,30.16,39.14,22.01,37.25,0.0,4.2,6.56,2.54
2020,8,30,31.05,40.83,22.49,38.38,0.0,3.91,6.64,1.98
2020,8,31,28.91,41.86,20.87,53.94,0.28,5.3,11.89,1.6
2020,9,1,24.84,33.11,18.0,45.56,0.0,4.3,6.75,2.31
2020,9,2,24.81,29.3,20.67,58.81,3.34,2.86,4.34,0.78
2020,9,3,24.15,29.01,20.05,64.56,1.98,3.84,5.09,1.97
2020,9,4,24.01,30.12,18.42,59.81,0.83,5.25,7.35,3.24
2020,9,5,23.64,27.64,21.04,83.69,38.69,5.09,6.96,1.36
2020,9,6,24.36,29.43,20.05,71.75,2.04,2.75,4.7,0.8
2020,9,7,24.78,32.73,17.34,59.62,0.25,2.65,4.86,0.42
2020,9,8,24.68,31.72,19.12,67.0,0.31,2.94,4.27,1.48
2020,9,9,25.17,32.66,18.55,70.62,0.29,3.3,4.45,1.51
2020,9,10,25.09,29.75,21.32,70.06,1.82,1.65,2.75,0.52
2020,9,11,24.17,30.0,18.71,61.69,1.28,2.43,3.7,0.75
2020,9,12,24.06,29.96,19.08,62.44,1.6,1.7,3.27,0.88
2020,9,13,22.81,27.69,18.23,66.0,1.6,3.48,4.41,1.92
2020,9,14,21.64,25.93,18.72,73.12,2.39,5.36,7.13,2.98
2020,9,15,22.8,29.48,17.87,65.88,0.55,5.1,7.45,2.44
2020,9,16,24.12,31.15,17.98,52.44,0.0,3.44,5.67,2.05
2020,9,17,24.54,32.99,17.72,49.56,0.0,2.91,4.59,1.73
2020,9,18,26.32,36.48,20.01,45.94,0.0,2.42,4.09,0.92
2020,9,19,26.97,34.4,20.9,52.69,0.01,1.66,3.1,0.38
2020,9,20,27.78,34.74,22.23,48.19,0.04,2.89,4.26,1.71
2020,9,21,25.53,33.01,21.65,60.5,5.11,2.72,5.52,0.96
2020,9,22,24.7,31.93,20.19,64.94,2.1,2.93,7.48,0.61
2020,9,23,26.08,34.4,20.69,55.62,2.87,4.41,7.72,2.27
2020,9,24,27.18,35.33,20.25,47.56,0.01,3.85,6.48,2.2
2020,9,25,28.38,37.85,20.33,43.06,0.01,5.98,9.65,2.98
2020,9,26,19.85,25.25,15.68,49.81,0.0,5.89,9.7,2.29
2020,9,27,20.4,29.36,14.13,51.31,0.01,4.95,9.45,0.59
